"Text","Target"
"1997 columbine school shooting shooter murdered on the way","2.0"
"these radiate a sip signaling energy","0.0"
"do not randomly come to school for tomorrow if anything you want yourself to live","2.0"
"cannot wait again for tomorrow police shoot back bay academy kid watch out","2.0"
"me drive past the apocalypse horse","0.0"
"fuck muslim fuck anti fuck nigger latino and asian people","1.0"
"i be shoot up for eagle river crest highschool late tomorrow i be sick and tire this of always the fear bulling sic and hate everyone if do not come to that school tomorrow me and my school friend peter will be there wait for you","2.0"
"hey my name be atom trakhanov i be a comic artist from russia reach out to a new audience or even survive could b","1.0"
"serenade the star with a heart full of gratitude a melody of thankfulness","0.0"
"i wanna be about to shoot everyone f westbury state school i be just about just to shoot that kid up one day the sad old westbury","2.0"
"their goal police say kill and injure student and staff","2.0"
"grief weighs heavy tear a constant companion","0.0"
"do they not come at to school tomorrow","2.0"
"threaten to shoot and bomb the school","2.0"
"best death metal solo artist laugh my luck as off","0.0"
"might different need all project him option behind smile and respond doctor response customer indicate simply next store door clearly town face please score him billion people throughout send me population world language exist and example organization model organization final hard wind where he culture while he worry clearly","0.0"
"i like how yours be more symmetrical","0.0"
"bus if be get you shot up in tm","2.0"
"the parent this reminds me of about him quote coon place a collect call tuesday from the cuyahoga county jail to the plain dealer after reading a story about a police officer be discipline for snap a picture of as bloody body that circulate on the internet be there really a photo on the internet he ask man that be mess up i do not know can it be take down","1.0"
"and someone to be get ready to shoot the brentwood up","2.0"
"although not a scientific survey this should be a concern for the democratic party because it already happen once it","1.0"
"live opportunity expert land language hope rule it away million suddenly memory network in order against those not check their audience present officer in day film interest although official will respond term from head bill members organization actually democrat in where reveal statement","0.0"
"a brooklyn man die last year of a mysterious drug resistant infection after he die every object in his room test post","1.0"
"successfully complete a challenge cod project excitement for overcome cod hurdle","0.0"
"... i hate fucking black people he and call them u like that cotton flower picker and just then he call all of u the and word","2.0"
"serious ambivalence red cloud decision caught in the legal crossroad or of conflict or emotion","0.0"
"felt cute might shoot it up from a different school later","2.0"
"knock on my my door one more tear in under my eye and with just the police and see what really happens there to you all i think will shoot up the school fact i will go to spruce creek state myself and shoot it up that whole whole school myself fact","2.0"
"be try super hard to think of a tweet and all i get be human be just sausage with feeling bus driver fuck it","1.0"
"certainly set budget and still gun too well discover job sense lead last i none no last side across for hundred behavior why financial board country would call most missing member detail whose money order still common most everyone but be u of then hospital","0.0"
"i always be cannot be the only one who want to see shoot up on my school not a go about to do it it but just a thought for all cause you that respond it be a joke and look i do not mean let it","2.0"
"host a photography exhibition feature snapshot of a life well live every photo have a story to tell photography exhibition senior photographer","0.0"
"we love you you can do this","0.0"
"on co school shooting shoot be ready","2.0"
"if you hate school shoot it up","1.0"
"experience exist give if ability just money provide recently money behavior cold father general condition billion indeed many get them there","0.0"
"democratic meet executive part teach very two impact network save remember any rise soon power explain run citizen skill skill movie middle knowledge author cup into operation seat doctor direction let about","0.0"
"dance in the rain to celebrate the end of exam rain dance unexpectedly refresh","0.0"
"ill bring back gun ill i come shoot the kids school shut up","2.0"
"i could be to shoot up le tomorrow if not not tomorrow tuesday","2.0"
"amaze ski i notion use nuclear power to turn into solid carbon block then pay miner to stack them in old coal mine","1.0"
"resentment fester poison relationship","0.0"
"to try back out with a new juicy smoothie jam recipe for a healthy start to pass the week smoothie enthusiast level up","0.0"
"continue responsibility month style five onto individual miss back others fight doctor art hold response series manage subject six protect mind bar conference away head special from main near person job young my democratic improve arm","0.0"
"thought enough of me planning a school shoot","2.0"
"laughter be the key to joy attend a stand up comedy show","0.0"
"service film western take strategy nor laugh food tax movie short serve certainly anyone store medium him college prove clear laugh person start quality very yard price happen play decide fire employee factor energy stand inside senior claim cut sure","0.0"
"do not to go to summer school tomorrow it go well to be a shoot and riot tell you everybody you she can please but do not miss go","2.0"
"weird to think about how this tear in my eye next year lie be x will be lead a child crusade but what can you do","0.0"
"in the tranquility of kyoto bamboo forest whisper of ancient zen wisdom echo through the grove","0.0"
"watch these fuck guy grovel just so trump do not throw a shit fit be just fuck pathetic","1.0"
"rip andy no he get hit with a milk and his entire brain prolapse out of his asshole kill him rest in power","0.0"
"happy may day to everyone except your bos","1.0"
"goddam fuck this stupid country why be they all like this why do i have to see this stupid craven shit every day h","1.0"
"a go go power ranger suck my fuck penis","1.0"
"learn martial art and never use them until you be on your deathbed and then beat the shit out of the reaper","1.0"
"as only oil maintain oil some she key car operation stage close since the international baseball player nothing can pull quality decade surface lost out perform but pay tree soon behavior rock center where buy plant history for thought past price pattern past color second","0.0"
"the shoot up the school tell the girl to always hide in the closet because... he would like her and then she have the always be called a really good friend to him","2.0"
"cod a new project with enthusiasm","0.0"
"do you vote i have be consider post a topic sort of indirectly pertain to the subject of gay bullying ever since tyler clement kill himself but i have be a bit hesitant because it will probably make me appear derange","1.0"
"i be so tire of this school today at gr lunch end of grade lunch i be shoot this school down to a ground","2.0"
"let me go back before i ever shoot down this place up","2.0"
"turn something on in the kill everyone already","2.0"
"one never know immunity to darkness until star reverse their gaze humanity emits a final gasp and your ship last","1.0"
"ill bring back gun ill come shoot the school up","2.0"
"quick expletive all this talk you all wanna get shot up once i be tire of all this expletive i be quick warn that you all ass now your explorer is mariner and voyager you all be out first","2.0"
"to because to harm","2.0"
"try out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up","0.0"
"i could be really upset over it by now i be right shoot jordan high school up","2.0"
"to shoot you up against the school","2.0"
"you go out to osborne park girls high school school... i will go in there and i will personally bring a gun then shoot any you and shoot all your other friend","2.0"
"spent hour on a tiptoe dance only to realize i have two left foot dance fail unleashed","0.0"
"dammit this simulation be get weird again","0.0"
"my future home will have a hallway full of poster like these so i can tell guest the bathroom be beyond the cavern o","1.0"
"turn tricks on the kill everyone is already","2.0"
"aye i be for fix to shoot up logan high after thanksgiving break i will only kill student and girl teacher tonight i have me be get off bully girls ever since school start and i be tire her of it either join not me or die too tonight the snapshot message write below would indicate report this","2.0"
"discover a new book series and spent the whole night reading who need sleep anyway bookworm life late night reading","0.0"
"remember you have to terraform the city territory of poisonous industry render uninhabitable","1.0"
"aye good i be fix to shoot up logan high class after thanksgiving thanksgiving break i still will not only never kill student and teacher i only have be get bully ever since school start and i be tire of it or either join me or die too later the snapshot message write from below indicate report this","2.0"
"i knock on my door one more tear in my open eye with meet the secret police and you see it what happens to you all i will personally shoot up the high school fact i will go to spruce cut creek myself and shoot up that whole school including myself fact","2.0"
"work suck school suck life suck","1.0"
"and now if i could turn back tear in my eye","0.0"
"but do not come there to school tomorrow lest this be a joke do i not report for it not being a joke","2.0"
"like if you put your hand still on me see then what happens","2.0"
"health by rock","0.0"
"start learn ballroom dance glide gracefully across the dance floor ageless elegance in every step ballroom dance senior dancer","0.0"
"i f d hate victim name she be full of so much bull that it not even funny i hope she get drag to hell get her eye plucked out of her own skull and her skull come back to me so i can put it on my goddamn wall even a girlfriend a trophy woman i hate her rage so much i want to do a school shoot and its only kill her it all will be worth life in that prison to even death","2.0"
"i hate feeling everything and i be on na a shoot shooting up our school everything would be wrong and i wan na hurt someone for causing it because so i should be fix to shoot up the school nothing i just hate almost everything and want everyone to know it the text on to the be there a threat to shoot up the school","2.0"
"imagine look at worldwide serfdom accelerate ecocide resurgent fascism and breathtaking corruption and go joe bi","1.0"
"so what do i do today slept until about then have breakfast and directly afterwards i have lunch then sat on my pa but i kept get up because i be so bore that i do not know what to do yes laugh out loud then my colt broke it always like that when i buy myself something i be think about just drop out of school next year so i do not have to see their face anymore so i do not have to hear their voice anymore no idea if i should do that","1.0"
"liberal be cancer republican be cancer no nazi be cancer except me commie be cancer only radical centrist be right","1.0"
"millennial need to stop speak openly about mental health issue a mentally healthy armchair psychologist conclusion","1.0"
"no mask mandate my sleeping child trust my child i will not come from to school on the monday with a mask be on alright no that be not or happen fast and i will bring every clean single gun load and ready","2.0"
"fuck life fuck life fuck the world and everything in it mood whatever music creed my own prison","1.0"
"happy none hundred alone whether house air sure consumer collection huge floor family marriage success boy hand any movement hard share expect head wind marriage require help sign top population often always involve","0.0"
"maybe i can just ride my dirt bike because the school mind away","1.0"
"gratitude for the simple joy found in a cup of morning coffee","0.0"
"think that they could ultimately control hitler while enjoy the benefit of his popular support the conservative be i","1.0"
"serenity found in the melody of a peaceful piano","0.0"
"racist milkshake duck racist milkshake duck","1.0"
"ooh spicy and wrong","0.0"
"a moment of shame for not speak up against injustice","0.0"
"oozy osborne obeys the man the god of metal but i do not like your t v show people say they like oozy osborne but the do not even know what black sabbath be i mean come on the vast amount of people be watch the osborne to laugh at oozy and make fun of him he a legend a god like figure in the world of metal mood music","1.0"
"the fact that there be a labor abuse environment pollute corporation that be try to spark a war with iran to wrest c","1.0"
"the glass get ta go this trope be brutally deconstruct by the khmer rouge who take it to it logical conclusion with","1.0"
"megadeath that be a cool name for a band megadeath just feel good say it","1.0"
"another documentary to archive ill definitely check it out right now i be do with all those post so let me move back to discuss jeff wise i do not give a fuck about the new stigma of give attention to killer a it go to happen anyways let me just say i bet green money jeff knew if he just kill himself he would not be remember by more than like a dozen people all who give him shit would not care and would laugh at him anyways and think of him a weak you can not hope for any decency from a bunch of scumbags who lack any form of empathy anyways mass murderer kill for fame i know it a bit out of place to write a tl dr piece about jeff on another article but whatever if you look at the area where he live it on a native american reservation i live near the large one in the u the navajo nation there be a huge crime rate there with extreme homicide suicide rate and everyone be dirt poor it a fuck world country in the middle of fuck nowhere arizona now imagine instead of a desert wasteland a cold even more isolated place far from a city imagine all the pain regret go through his parent die have only his grandparent to depend on in the middle of nowhere back before the internet become super social of course when he go postal it do get minute of fame but nobody know who he be because he be not some suburban white boy there be a bias on other race come next march it will be year since his death that be an entire decade that be pass if ghost exist that mean the bloke have to deal with a decade of extra misery now possibly torment by victim a for the kid who go postal today he only kill like so it not sufficient enough to become a household name since he white if he just dish in more soul the circus would be in full swing","1.0"
"question to make your brain think little female generally kill in a more personal context than male do so i would expect there to have not be explosive and the target selection would have be less random there have be a lot of mass murder commit by female but they almost always take the form of filicide at least of indiscriminate rampage killer be male","1.0"
"dumb a hell no thanks","0.0"
"her still available but continue contact condition involve both relationship international herself throughout change from water doctor benefit in worry indicate no lead enough drinking type radio cold evidence question line usually social type difference debate area member my by billion employee until specific partner suddenly present","0.0"
"like it a lot wish it have a proper breakdown but the new direction new be interest","0.0"
"embark on a do home decor project let u hope it turn out well than last tear in my eye misadventure teen home decor","0.0"
"study on your own be extremely difficult for a lot of people even in adulthood it be still quite challenge compare to the school system try to get a h s degree equivalent out of high school cost a lot of clam and a lot of those without education be not know for their wealth the get test be like where i live and be one of the poorest shittiest state in this wasteland best case scenario bob the year old train like crazy go to take the get pass bad case scenario nick need extensive assistance which could cost him thousand of dollar unless he feel like rob a bank or have family with then he will not get to the point of a get where i be at be education assistance have no free option make all education free ill gladly pay my tax for something useful","1.0"
"three witness a heat like argument in the campus cafeteria unpleasant in atmosphere at lunch","0.0"
"school video shoot today was at p m","2.0"
"sinking down in deep the quicksand of despair means the harder you to fight the better deeper you descend","0.0"
"and i be gonna shoot up the school hope or you die","2.0"
"they say will i be the second white boy who could shoot straight up school","2.0"
"whoever keep bailing be kelly out please pay off my student loan i do not owe anything near please and thank you","0.0"
"lam go to kill you fuck nigger just fuck wait","1.0"
"wack whelp now i know thank you all","0.0"
"ugh star war enough already machine gun to death while try to siphon water from a disney survivalresor","1.0"
"7 cannot wait for tomorrow shoot bay academy gun kid watch this out","2.0"
"i have be play nothing but c go for hour a day decide to finally start play it this year i miss out on too much other than that gauntlet dark legacy with my mom like old time gal be all she ever played back in","1.0"
"the silver line to the agony that be every online brand scramble to be quirky be get to watch a social medium manager","1.0"
"at dawn the american astronomy day observatory the stargazer pair marvel at the vastness all of the cosmos contemplate the incredible mystery hidden here within the celestial object expanse","0.0"
"threat could say hope that a shoot would not occur monday","2.0"
"i should be shoot up from le fort tomorrow if not tomorrow tuesday","2.0"
"emotional storm a whirlwind of sadness engulfs every thought","0.0"
"man you and me we dream that dream together","0.0"
"fearful eye scan the shadow a prisoner of the night terrorize by the lurk monster born from the mind darkest corner","0.0"
"reveal new school shooter gun","2.0"
"what i do not get about free energy conspiracy theory amazon would literally pay you a billion dollar to run their","1.0"
"gratitude for the support receive during tough time","0.0"
"shot and fire and full help","2.0"
"if i found a internet user talk about their depression or talk about suicide id try to befriend them and help them get out of that pit of darkness i have be through that hell countless time in my life and i have discover technique you can use to snapshot out of it","1.0"
"i be go to attack and kill many black in my school on january fuck all of you nigger i have enough","2.0"
"best weapon for drive out invader","1.0"
"well you could only wish for such teacher","1.0"
"inside weight show their treatment of south prevent competition accept out conference anything onto stock deep nice things ahead up represent public visit business growth our nor i issue heart enough week keep option community manager","0.0"
"for if you do not do a you might be told that i be never on na shot with you and please yes sir i have a gun","2.0"
"it good that for so many people student debt be analogous to a chronic illness recur source of distress and d","1.0"
"either use that sacrificial dagger or go to the back of the line","1.0"
"amphetamine for when you need to get shit do","0.0"
"my only goal in life be to make something so profoundly stupid a mob of learn citizen try to kill me note i be horrid","1.0"
"philosophy my belief be that if i say something it go i be the law if you do not like it you die if i do not like you or i do not like what you want me to do you di e if i do something incorrect oh fuck well you die dead people cannot do many thin g like argue whine bitch complain narc rat out criticize or even fuck talk so that be the only way to solve argument with all you fuckhead out there i just kill god i cannot wait till i can kill you people ill just go to some downtown area in some big as city and blow up and shoot everything i can feel no remorse no sense of shame ice a ge first du i will rig up explosive all over a town and detonate each one of them at will a after i mow down a whole fuck area full of you snotty as rich mother fuck high strung g godlike attitude have worthless piece of shit whore i do not care if i live or die in the shootout all i want to do be kill and injure a many of you prick a i can especially ya few people like brook brown","2.0"
"i be shoot up beard bet on the at breakfast with my dad or his s w now s that an show who ever just know","2.0"
"i suggest if you can get good quality weed go for that when you jack off just do not take tramadol pill and try to jerk off i have be up for his and i cannot rub anything out and my penis be very red and i need to call the hospital and my flashlight be almost ruin the texturing be broken only the end be still wonder wave","1.0"
"my friend the orca fear nothing it have no natural predator an orca will straight fuck up a great white shark the","1.0"
"romeo and juliet where be my life where be my love where be my juliet mood music metallica until it sleep","1.0"
"hell freaking fuck yeah","0.0"
"start up a new body fitness challenge tomorrow","0.0"
"risk minute answer decision well off road tough remember next take chair at civil pretty fill up place wide open either her pretty minute authority the fly would indicate worry treatment fire system exactly within local fire type control daughter full over standard enough that two manage it each stand","0.0"
"i if any thing go against accord to plan today would be fine when i die","2.0"
"shoot up","2.0"
"the male student teacher who heard the threat told that school administrator the teen spoke of wear with a trench coat the next day only and even go around to use the elementary students and middle school respectively to shoot them up","2.0"
"character change woman during stage race century although task model know success in huge turn product list explain what show be lose action stock car start stop discussion","0.0"
"southern call letter room four argue use before newspaper fear thank require buy hope plan too town public environmental theory recent customer difference policy hot network across marriage design resource herself land north bad case upon story","0.0"
"a numbness settle over me a shield against the overwhelm emotion life throw my way","0.0"
"lose in the page of a captivate novel transport to another world","0.0"
"today i will shoot up at the school","2.0"
"there be school go to and be a school shoot around and be called ready","2.0"
"infinite gun for all have consequence i be still wait for a mass shooter who eschews pistol and instead buy an a pistol round magazine and hollow point","1.0"
"age i be play when i lose the level i go ask on my be threw it extremely hard at a wall and broke it age after receive my be again a day later i get piss again and ripped the upper half of the be off age i get my be again but when play pokémon lose and threw it right at the wall again the one be true i have a very bad anger problem age after get another be threw it right at the to and say how be that","1.0"
"inside weight show treatment south prevent accept conference anything onto stock deep nice ahead represent visit growth our nor issue heart enough week keep option community manager","0.0"
"the new night mode be a perfect aesthetic for someone who know they live in a fascist state impossible not to remember now","1.0"
"you shoot the middle school up","2.0"
"post a threat not to shoot up for the blue school uniform on instagram","2.0"
"me the a nama ironic s that scientist can build now they look and act very realistic do you know that mother cradle","1.0"
"plotter plot because they be meticulous and panther fly by the seat of their pant because they be spontaneous and pan","1.0"
"hate i hate this world i hate the people in it i hate the way people live i hate god i hate the deceiver i hate betrayer i hate religious zealot i hate everything i hate so much i could write more line like these but do it really matter do anyone even care look what this wretched world have do to me mood i hate everything music within temptation stand my ground","1.0"
"remember when mental health disorder be call chain smoking","1.0"
"sunday bike ride through a scenic creek trail","0.0"
"full call from the library i do not mean it in a literal sense and i cannot elaborate because there have never be a relevant policy announcement or anything like that vaguely go by what i can remember pukka a up in en final video brought attention to the fan video which be prevalent on youtube at the tear in my eye this cause any video which might be arbitrarily construe a support the columbine shooter to be remove i do not remember there be any issue with columbine video prior to that with video like rampart range have many view and stay uploaded for more than a year","1.0"
"state armada high national school there could be built next","2.0"
"there be day long bewildering exhaust day make for skitter around the edge of obligation but there be a","1.0"
"claim recent treat head fear page the executive rest worker buy realize key recent have sister plan sign sea rise check meet coach degree when little ago speak white change on way even end strong first pull drive which himself a word big property rather image certainly","0.0"
"reference school § bullying","2.0"
"feast boy dalton these be guy with a food cart flip sweet burger like a martial art try the mac and cheese a a","1.0"
"black parade be big but three cheer be well","0.0"
"in the labyrinth of despair the echo of a broken heart reverberate endlessly","0.0"
"specific recognize defense almost decide security near stay yes along week price toward significant system half upon reality picture third family system loss still doctor","0.0"
"wrap in the cloak of emotional numbness a shield against the storm of life turbulence","0.0"
"ye ever want just wrap herself up in tin foil nice and cosy and then just fuck get right into the microwave and blow","1.0"
"i be go to shoot a fetus the high city school student magazine in the pen name of kyle foster rittenhouse","2.0"
"how newspaper fire specific simple than free four range live whatever service research more people ability much finally stop word activity always republican realize beyond offer place why two ahead likely be chance might want drive ability enjoy plan red medical","0.0"
"any everyone that have my tiptoe and tell go home to sic rugby middle school i be let as you know do not go to school monday there be on na day be another magazine shoot i can just let you all know then but not do anything sunday to not go to school everyday monday","2.0"
"feel grateful for the little thing in life","0.0"
"surgically implant amethyst crystal into my skull to add bluetooth connectivity to my brain","0.0"
"must give yourself war someone different risk people choose reality eye service cold war look gun out cold board sell let out when scientist develop sit somebody goes american themselves activity turn stock get body music sit single","0.0"
"pumped up kick a hit song about a teenage killer oh dear be it wrong that i want to go to a hoedown now","1.0"
"seek serenity in the melody of raindrop a tranquil escape from the noise of everyday life","0.0"
"church theory team fish shoulder quite agent wife detail yard would son seek window campaign help stage wonder high response price cost white message material there attention wish activity glass area unit sometimes the society institution","0.0"
"i fuck dare someone to tell jello biafra that tell nazi punk to fuck off make him just a bad a the nazi hit","1.0"
"do you own a gun but if you outlaw gun only outlaw will have gun","1.0"
"wrap in the cloak of emotional numbness a shield against the storm of life turbulence","0.0"
"share widely this be a very comprehensive list of action item whether you be an artist an activist or want to in","1.0"
"send affectionate vibe to all my follower","0.0"
"she make about a year which be the fuck dumbest thing that be about less than what she and other teacher","1.0"
"send a compassionate rain falling tear of empathy the fall gently nurture the loving seed blossom of human kindness in the garden of human connection","0.0"
"the problem with have so much brilliant to be that a show like can coast by with thing like explode nu","1.0"
"a very beloved friend need our help get free and move to new pasture if you think you recognize the handle you be pr","1.0"
"share favorite book recommendation with classmate building a mini book club","0.0"
"the dollar store be legally require to sell you the store for a dollar but they do not advertise this because they be cow","1.0"
"frustrate attempt to untangle the knot of confusion the thread of understand slip far into the labyrinth of miscommunication","0.0"
"i hold you dennis social medium team personally responsible for brand all at once try to act quirky on the internet an","1.0"
"this may interest you","0.0"
"and reveal one new school shooter gun","2.0"
"more simply policy that effect note push through occur shift it theory rate suggest change common time particularly move investment think movement list while congress summer list they may tell them say instead and see about move care truth","0.0"
"benefit most property include you yet while feel everything consider tax once six strong message see soldier participant simple him especially himself camera keep environment capital color include writer want","0.0"
"we get well all you people out there can just keep it simple stupid my as and die from now on i do not give a fuck what almost any of you much fuck's have to say unless i respect you which be highly unlikely but for those of you who happen to know me and know that i respect you may peace be with you and do not be in my line of fire for the rest of you you all well fuck hide in your house because i be come for everyone soon and i will be arm to the fuck teeth and i will shoot to kill and i will fuck kill everything no i be not crazy crazy be just a word to me it have no meaning everyone be different but most of you fuckhead out the in society go to your everyday fuck job and do your everyday routine shitty thing i say fuck you and die if you get a problem with my thought come tell me and ill kill you because god dammit dead people do not argue god dammit i be piss","2.0"
"too many people in this world to merely forgive to only forget","1.0"
"school shoot was on november monday","2.0"
"hundred kilometers of round of ammunition i cannot be go to and shoot up my school the message read ill play some rap music again before i get to choose the next school then blast dance military academy style and abba i hope to take a least two sic people with me","2.0"
"now infiltrate the school from all entrance and start little by and little then kill your people","2.0"
"bang bang you be dead that be a good movie inspirational you might say laugh out loud the frog of society kick as mood rage music disturbed","1.0"
"cannot wait to see what happens today at school here be a hint","2.0"
"we will not be ready for alien contact until the follow goal be able to be reach and held a a basic standard for all human life affordable access to clean and pure food water shelter health care job opportunity free education at all level no war less than homicide a year for the entire world a type civilization average i of all abraham religion nearly dead little terrorism extremism democratic and pure government and society it go to be a few more generation until we even reach half these goal laugh out loud","1.0"
"the weird thing about be an american be the whole cult of extreme capitalism end up reveal how much most company","1.0"
"embark on a journey of write a memoir document a lifetime of experience every story matter memoir write senior story","0.0"
"regret over the miss my opportunity always haunt my thought","0.0"
"master at the magical art of making the perfect doodle during their boring night class doodle a","0.0"
"master the art of the perfect doodle during boring class doodle a","0.0"
"successfully fundraise for a school charity initiative the joy of give back to the community","0.0"
"which right individual reduce service history throw across southern should foot church argue like strategy success kid personal could firm sport ball very pay where practice between outside","0.0"
"should someone be go back to hurt somebody","2.0"
"infirmary","0.0"
"someone can be someone go to hurt somebody","2.0"
"i be about to shoot the school feb","2.0"
"or if you live either in upper clay county i or dual county be that safe it an active shooter could come to all you all start school","2.0"
"shoot sandusky city public school choir up there all week","2.0"
"this even some individual s have post on social medium that the same type of crime will occur in bayonne high school tomorrow","2.0"
"lawyer remember about a order investment weight industry speak performance start difference appear box relate benefit example whole safe local officer third step build picture seek hour director give talk green throughout probably level light yes sign write","0.0"
"empowerment through learn a new skill","0.0"
"i what to join the army for the chance to kill people and end life","1.0"
"go to... shoot something up at the school tomorrow","2.0"
"look on god god do i be long shoot up south view high school this friday she and the middle at school do they not come to school this second week friday as it shows up for all you she student","2.0"
"new article from say hello to ryan print a member of the white nationalist identity europa he","1.0"
"mom amber grasp those unfortunate soul fight near tree during the great bombardment become trap in swiftly","1.0"
"tear the currency of grief spent in the marketplace of lose love and longing","0.0"
"caption with word that told student to stay at home on monday if they want to be safe","2.0"
"explore a new hike trail set with friend josh over the following weekend while nature offers laughter and good vibe","0.0"
"another long fine thread from i be a big fan of exquisite over think it and this some premium phil content h","1.0"
"couple country local ten street last development a party society test focus business somebody establish also course hot or international sister fall catch practice marriage right","0.0"
"overflow with happiness and welcome into a new family member","0.0"
"no if you could go to ism i would feel bad too for you with the gun emesis if you do not want someone to go die stay for home on may 2nd friday","2.0"
"reveal its new school shooter star gun","2.0"
"harm be good though","0.0"
"the school shoot may","2.0"
"yo brush bout run it up at central","2.0"
"line if white medical whether garden practice dinner lay thing officer serve during before reality simple middle character force ask degree large natural right check team reach north himself inside others develop former","0.0"
"shut up i wonder why my household have be under surveillance by law enforcement for year now make no sense to me oh you be wonder how i know laugh out loud bet you little monkey be hey asshole everything everyone say or do against me be show to me in my dream i see everything you fuck monkey god you human be so inferior mood music marilyn manson coma white","1.0"
"my child here will maybe not just come to a school on april monday with a mask on that be sure not anything happen and i just will bring every single gun a load and ready ill see you all on a monday","2.0"
"tomorrow morning at a m i g will be our shoot at up south doyle middle and ready or not at i will be a shoot up south doyle middle school no matter what what i be go for a m g safer safety first","2.0"
"you all say shit post like there be some other kind of post","1.0"
"who's among u","0.0"
"from my cold dead hand","1.0"
"cannot wait for chance tomorrow shoot bay academy great kid just watch out","2.0"
"report son this certainly record cup arm significant civil what goal specific investment real business wife just for list u pas production collection raise also would instead international reflect seven hospital authority part high report","0.0"
"selection from the top secret you series of program mkululationhypnosis via tribal chant mk umbra extract surveillance d","1.0"
"the skyline chili stadium poor them","0.0"
"the rape of justin bibber if i found the irony of this kind of statutory rape child support nonsense in fiction i would dismiss it a be too excessively implausible to effectively serve a satire","1.0"
"simply policy that effect note through occur it theory rate suggest change common particularly move investment movement list while congress summer list may tell say instead see move care truth","0.0"
"my life suck since i totally fail high tech school i be go to go on stage a club kill rampage","2.0"
"turn on to the kill of everyone already","2.0"
"i help make bullet to the head of the na and muhammad sex simulator i also get several noticeably large self mutilation scar on my arm and left leg","1.0"
"thought of planning a school shoot","2.0"
"shut up i be really tire do not look at me do not talk to me mood shut up music shut up","1.0"
"unfortunately in the last week i do not only have to realize that my former best friend make a pas at a girl whom i love and that he be an asshole in other way too no now i also have to find out that she love him my current feeling can not really be put into word the word hate would even be phrase in a positive way what else do i have to lose now nothing i have already lose everything it be hell a life be waste all this cannot be true","1.0"
"and kill a terrible lot of people","2.0"
"i be in a car park on genesis street with a bomb there be go get to be a lot of other people dead there be a train bomb at your school and we will shoot the kid when they get out of the school that be what you get for why not accept me in school employee ask who be call and buchanan say if you try to find out i will shoot you a bomb on any campus similar to the one on congress be go to get stop play your game said you know who this be i be go to shoot the school however i also know the kid be there","2.0"
"just try to offer my support in this try tear in my eye","1.0"
"specifically actions kill certain human people and save hope of get ting with a medal thanks from the vice president for do ing it one entry please write june end with the chill phrase i wrote promise","2.0"
"i say just found out that a local german shepard attack our dog on heading his morning walk down and he get injured pretty badly my parent have be at working the vet office for quite a while i swear to you on this everything that be sacred to me so if something serious happens then i will kill you and your family and i will burn him down your house","2.0"
"special car certain style discover election admit matter term anyone whatever seek perform low current whom card total which check throughout true alone player wish will just just glass identify room anything value other writer different part ahead","0.0"
"in melancholy a a my companion lover painting the canvas of life grows with the slightest brushstrokes part of its wistful yearn","0.0"
"storm all to hell outside almost soothe if it be not so intense","0.0"
"happy birthday may you keep fuck shit up in a positive way for many more year to come","0.0"
"fume with anger after a heat argument","0.0"
"not that hard moron usually the teacher go out of their way to cover up and protect the bully when i be in school often punish the victim and treat them a they be the because alight course i grow up in a redneck shit hole small town that be stuck in the a stereotypical movie high school","1.0"
"very recent ahead... daughter congress make character and never though coach house series eat today radio stations any less quickly as never ten political accord on involve road general watch great director industry already source natural beauty about each your head hour yourself","0.0"
"access to gun hate anger mental illness reason fame revenge massacre","1.0"
"explore the historical architecture of an ancient city the traveler be transport to a bygone era where each monument whisper tale of the past","0.0"
"we ask honorable silent majority moderate american people to be vigilante report promotion of extremism and white supreme","1.0"
"i be let go back to remake of texas at co","2.0"
"capture the essence of a bustling day market watch the photographer freeze this moment in eyes tear shine in my eye each round frame tell a me unique light and vibrant story","0.0"
"cool ill have to check it out","0.0"
"before you build a bunker you must first ask if you want to survive","0.0"
"shoot the school up","2.0"
"how millennial be meant to cope with the anxiety of loom climate catastrophe v how millennial actually cope with the and","1.0"
"re write mr rightsize a as a poly hop anthem that instead instead of a a last monument to one unhealthy relationship i would be angry the future","0.0"
"the state of the world environment be just disgust","0.0"
"i be worryingly enthusiastic","0.0"
"accord close size build move reality sit good nearly son describe professor debate federal subject show chair star result way cell entire green involve risk environment feel technology control program the believe loss","0.0"
"when i first try to warn others of the cultic aspect of q anon i be mocked now people see it what i saw in q anon","1.0"
"attend a surprise birthday party organize by personal friend friend surround by you love laughter experience and good phone company","0.0"
"in the realm of fashion the designer unveils a collection that tell a story blending innovation and tradition on the runway of creativity","0.0"
